Comparison_Segment_ID,Sensor_Sat,Sensor,Satellite,Section,Match_Key,Start_Date,End_Date,Start_Day_Label,End_Day_Label,Start_Abs_Day_365,End_Abs_Day_365,Duration_Days,Exact_Category,Dataset_Category,Selection_Flags,NNJA_Active,ERA5_Active,ERA_Interim_Active,NNJA_Codes,ERA5_Codes,ERA_Interim_Codes,ERA_Visible_Colors,NNJA_Source_Kinds,NNJA_Segment_IDs,ERA5_Segment_IDs,ERA_Interim_Segment_IDs,ERA_Extended_Post_2019,Beyond_ERA_Source_Edge,Derived_Replacement_Satellite,Replacement_From,Extension_Action,Validation_Basis,Validation_Source_URLs,ERA_Source_Right_Edge_Day_Label,ERA_Source_Right_Edge_Date_365,ERA_Interim_Period,NNJA_Source_Labels,ERA_Source_Labels,Calendar,Precision_Note
614,HIRS (NOAA 11),HIRS,NOAA 11,Multispectral infrared,HIRS|NOAA 11,1994-12-26,1995-01-07,1994-D360,1995-D007,6200,6212,13,"ERA5, ERA-Interim","ERA5, ERA-Interim",ERA5; ERA-Interim,False,True,True,,grey_thick,grey_thick,grey,,,105,105,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,hirs NOAA 11,NOAA 11 HIRS Rad,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
615,HIRS (NOAA 11),HIRS,NOAA 11,Multispectral infrared,HIRS|NOAA 11,1997-06-13,1997-07-13,1997-D164,1997-D194,7099,7129,31,only NNJA,only NNJA,NNJA; only NNJA,True,False,False,blue_thick,,,,horizontal,73,,,False,False,False,,,,,2019-D251,2019-09-08,1979-01-01..2019-09-30,hirs NOAA 11,NOAA 11 HIRS Rad,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
616,HIRS (NOAA 11),HIRS,NOAA 11,Multispectral infrared,HIRS|NOAA 11,1997-07-14,1999-03-22,1997-D195,1999-D081,7130,7746,617,"ERA5, ERA-Interim, NNJA","ERA5, ERA-Interim, NNJA","ERA5; ERA-Interim; NNJA; ERA5, ERA-Interim, NNJA; ERA5, NNJA; ERA-Interim, NNJA",True,True,True,blue_thick,grey_thick,grey_thick,grey,horizontal,73,106,106,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,hirs NOAA 11,NOAA 11 HIRS Rad,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
617,HIRS (NOAA 11),HIRS,NOAA 11,Multispectral infrared,HIRS|NOAA 11,1999-03-23,1999-03-23,1999-D082,1999-D082,7747,7747,1,"ERA5, ERA-Interim, NNJA","ERA5, ERA-Interim, NNJA","ERA5; ERA-Interim; NNJA; ERA5, ERA-Interim, NNJA; ERA5, NNJA; ERA-Interim, NNJA",True,True,True,black_thick; blue_thick,grey_thick,grey_thick,grey,horizontal,73; 74,106,106,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,hirs NOAA 11,NOAA 11 HIRS Rad,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
618,HIRS (NOAA 11),HIRS,NOAA 11,Multispectral infrared,HIRS|NOAA 11,1999-03-24,2000-04-17,1999-D083,2000-D107,7748,8137,390,"ERA5, ERA-Interim, NNJA","ERA5, ERA-Interim, NNJA","ERA5; ERA-Interim; NNJA; ERA5, ERA-Interim, NNJA; ERA5, NNJA; ERA-Interim, NNJA",True,True,True,black_thick,grey_thick,grey_thick,grey,horizontal,74,106,106,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,hirs NOAA 11,NOAA 11 HIRS Rad,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
619,HIRS (NOAA 11),HIRS,NOAA 11,Multispectral infrared,HIRS|NOAA 11,2000-04-18,2000-04-23,2000-D108,2000-D113,8138,8143,6,only NNJA,only NNJA,NNJA; only NNJA,True,False,False,black_thick,,,,horizontal,74,,,False,False,False,,,,,2019-D251,2019-09-08,1979-01-01..2019-09-30,hirs NOAA 11,NOAA 11 HIRS Rad,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
620,HIRS (NOAA 12),HIRS,NOAA 12,Multispectral infrared,HIRS|NOAA 12,1991-07-10,1991-08-04,1991-D191,1991-D216,4936,4961,26,ERA-Interim,ERA-Interim,ERA-Interim,False,False,True,,,red_thick,red,,,,103,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,hirs NOAA 12,NOAA 12 HIRS Rad,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
621,HIRS (NOAA 12),HIRS,NOAA 12,Multispectral infrared,HIRS|NOAA 12,1991-08-05,1991-08-05,1991-D217,1991-D217,4962,4962,1,"ERA5, ERA-Interim","ERA5, ERA-Interim",ERA5; ERA-Interim,False,True,True,,grey_thick,grey_thick; red_thick,grey; red,,,104,103; 104,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,hirs NOAA 12,NOAA 12 HIRS Rad,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
622,HIRS (NOAA 12),HIRS,NOAA 12,Multispectral infrared,HIRS|NOAA 12,1991-08-06,1991-08-16,1991-D218,1991-D228,4963,4973,11,"ERA5, ERA-Interim","ERA5, ERA-Interim",ERA5; ERA-Interim,False,True,True,,grey_thick,grey_thick,grey,,,104,104,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,hirs NOAA 12,NOAA 12 HIRS Rad,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
623,HIRS (NOAA 12),HIRS,NOAA 12,Multispectral infrared,HIRS|NOAA 12,1991-08-17,1991-12-03,1991-D229,1991-D337,4974,5082,109,"ERA5, ERA-Interim, NNJA","ERA5, ERA-Interim, NNJA","ERA5; ERA-Interim; NNJA; ERA5, ERA-Interim, NNJA; ERA5, NNJA; ERA-Interim, NNJA",True,True,True,blue_thick,grey_thick,grey_thick,grey,horizontal,75,104,104,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,hirs NOAA 12,NOAA 12 HIRS Rad,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
624,HIRS (NOAA 12),HIRS,NOAA 12,Multispectral infrared,HIRS|NOAA 12,1991-12-04,1992-02-12,1991-D338,1992-D043,5083,5153,71,"ERA5, ERA-Interim","ERA5, ERA-Interim",ERA5; ERA-Interim,False,True,True,,grey_thick,grey_thick,grey,,,104,104,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,hirs NOAA 12,NOAA 12 HIRS Rad,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
625,HIRS (NOAA 12),HIRS,NOAA 12,Multispectral infrared,HIRS|NOAA 12,1992-02-13,1997-06-06,1992-D044,1997-D157,5154,7092,1939,"ERA5, ERA-Interim, NNJA","ERA5, ERA-Interim, NNJA","ERA5; ERA-Interim; NNJA; ERA5, ERA-Interim, NNJA; ERA5, NNJA; ERA-Interim, NNJA",True,True,True,blue_thick,grey_thick,grey_thick,grey,horizontal,76,104,104,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,hirs NOAA 12,NOAA 12 HIRS Rad,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
626,HIRS (NOAA 12),HIRS,NOAA 12,Multispectral infrared,HIRS|NOAA 12,1997-06-07,1997-08-23,1997-D158,1997-D235,7093,7170,78,only NNJA,only NNJA,NNJA; only NNJA,True,False,False,blue_thick,,,,horizontal,76,,,False,False,False,,,,,2019-D251,2019-09-08,1979-01-01..2019-09-30,hirs NOAA 12,NOAA 12 HIRS Rad,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
627,HIRS (NOAA 12),HIRS,NOAA 12,Multispectral infrared,HIRS|NOAA 12,1997-08-24,1997-08-24,1997-D236,1997-D236,7171,7171,1,only NNJA,only NNJA,NNJA; only NNJA,True,False,False,black_thick; blue_thick,,,,horizontal,76; 77,,,False,False,False,,,,,2019-D251,2019-09-08,1979-01-01..2019-09-30,hirs NOAA 12,NOAA 12 HIRS Rad,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
628,HIRS (NOAA 12),HIRS,NOAA 12,Multispectral infrared,HIRS|NOAA 12,1997-08-25,1999-01-10,1997-D237,1999-D010,7172,7675,504,only NNJA,only NNJA,NNJA; only NNJA,True,False,False,black_thick,,,,horizontal,77,,,False,False,False,,,,,2019-D251,2019-09-08,1979-01-01..2019-09-30,hirs NOAA 12,NOAA 12 HIRS Rad,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
629,HIRS (NOAA 14),HIRS,NOAA 14,Multispectral infrared,HIRS|NOAA 14,1995-03-07,1995-04-18,1995-D066,1995-D108,6271,6313,43,only NNJA,only NNJA,NNJA; only NNJA,True,False,False,blue_thick,,,,horizontal,78,,,False,False,False,,,,,2019-D251,2019-09-08,1979-01-01..2019-09-30,hirs NOAA 14,NOAA 14 HIRS Rad,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
630,HIRS (NOAA 14),HIRS,NOAA 14,Multispectral infrared,HIRS|NOAA 14,1995-04-19,2004-01-24,1995-D109,2004-D024,6314,9514,3201,"ERA5, ERA-Interim, NNJA","ERA5, ERA-Interim, NNJA","ERA5; ERA-Interim; NNJA; ERA5, ERA-Interim, NNJA; ERA5, NNJA; ERA-Interim, NNJA",True,True,True,blue_thick,grey_thick,grey_thick,grey,horizontal,78,101,101,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,hirs NOAA 14,NOAA 14 HIRS Rad,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
631,HIRS (NOAA 14),HIRS,NOAA 14,Multispectral infrared,HIRS|NOAA 14,2004-01-25,2004-02-07,2004-D025,2004-D038,9515,9528,14,"ERA5, ERA-Interim, NNJA","ERA5, ERA-Interim, NNJA","ERA5; ERA-Interim; NNJA; ERA5, ERA-Interim, NNJA; ERA5, NNJA; ERA-Interim, NNJA",True,True,True,blue_thick,grey_thick,grey_thick; red_thick,grey; red,horizontal,78,101,101; 98,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,hirs NOAA 14,NOAA 14 HIRS Rad,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
632,HIRS (NOAA 14),HIRS,NOAA 14,Multispectral infrared,HIRS|NOAA 14,2004-02-08,2004-04-10,2004-D039,2004-D100,9529,9590,62,"ERA-Interim, NNJA","ERA-Interim, NNJA","ERA-Interim; NNJA; ERA-Interim, NNJA",True,False,True,blue_thick,,red_thick,red,horizontal,78,,98,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,hirs NOAA 14,NOAA 14 HIRS Rad,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
633,HIRS (NOAA 14),HIRS,NOAA 14,Multispectral infrared,HIRS|NOAA 14,2004-04-11,2004-04-24,2004-D101,2004-D114,9591,9604,14,"ERA5, ERA-Interim, NNJA","ERA5, ERA-Interim, NNJA","ERA5; ERA-Interim; NNJA; ERA5, ERA-Interim, NNJA; ERA5, NNJA; ERA-Interim, NNJA",True,True,True,blue_thick,grey_thick,grey_thick; red_thick,grey; red,horizontal,78,102,102; 98,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,hirs NOAA 14,NOAA 14 HIRS Rad,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
634,HIRS (NOAA 14),HIRS,NOAA 14,Multispectral infrared,HIRS|NOAA 14,2004-04-25,2004-06-13,2004-D115,2004-D164,9605,9654,50,"ERA5, ERA-Interim, NNJA","ERA5, ERA-Interim, NNJA","ERA5; ERA-Interim; NNJA; ERA5, ERA-Interim, NNJA; ERA5, NNJA; ERA-Interim, NNJA",True,True,True,blue_thick,grey_thick,grey_thick,grey,horizontal,78,102,102,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,hirs NOAA 14,NOAA 14 HIRS Rad,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
635,HIRS (NOAA 14),HIRS,NOAA 14,Multispectral infrared,HIRS|NOAA 14,2004-06-14,2004-06-27,2004-D165,2004-D178,9655,9668,14,"ERA5, ERA-Interim, NNJA","ERA5, ERA-Interim, NNJA","ERA5; ERA-Interim; NNJA; ERA5, ERA-Interim, NNJA; ERA5, NNJA; ERA-Interim, NNJA",True,True,True,blue_thick,grey_thick,grey_thick; red_thick,grey; red,horizontal,78,102,102; 99,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,hirs NOAA 14,NOAA 14 HIRS Rad,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
636,HIRS (NOAA 14),HIRS,NOAA 14,Multispectral infrared,HIRS|NOAA 14,2004-06-28,2004-09-23,2004-D179,2004-D266,9669,9756,88,"ERA5, ERA-Interim, NNJA","ERA5, ERA-Interim, NNJA","ERA5; ERA-Interim; NNJA; ERA5, ERA-Interim, NNJA; ERA5, NNJA; ERA-Interim, NNJA",True,True,True,blue_thick,grey_thick,grey_thick,grey,horizontal,78,102,102,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,hirs NOAA 14,NOAA 14 HIRS Rad,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
637,HIRS (NOAA 14),HIRS,NOAA 14,Multispectral infrared,HIRS|NOAA 14,2004-09-24,2004-11-14,2004-D267,2004-D318,9757,9808,52,"ERA5, ERA-Interim, NNJA","ERA5, ERA-Interim, NNJA","ERA5; ERA-Interim; NNJA; ERA5, ERA-Interim, NNJA; ERA5, NNJA; ERA-Interim, NNJA",True,True,True,blue_thick,grey_thick,grey_thick; red_thick,grey; red,horizontal,78,102,100; 102,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,hirs NOAA 14,NOAA 14 HIRS Rad,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
638,HIRS (NOAA 14),HIRS,NOAA 14,Multispectral infrared,HIRS|NOAA 14,2004-11-15,2005-01-04,2004-D319,2005-D004,9809,9859,51,"ERA5, ERA-Interim, NNJA","ERA5, ERA-Interim, NNJA","ERA5; ERA-Interim; NNJA; ERA5, ERA-Interim, NNJA; ERA5, NNJA; ERA-Interim, NNJA",True,True,True,blue_thick,grey_thick,grey_thick,grey,horizontal,78,102,102,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,hirs NOAA 14,NOAA 14 HIRS Rad,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
639,HIRS (NOAA 14),HIRS,NOAA 14,Multispectral infrared,HIRS|NOAA 14,2005-01-05,2006-10-27,2005-D005,2006-D300,9860,10520,661,only NNJA,only NNJA,NNJA; only NNJA,True,False,False,blue_thick,,,,horizontal,78,,,False,False,False,,,,,2019-D251,2019-09-08,1979-01-01..2019-09-30,hirs NOAA 14,NOAA 14 HIRS Rad,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
640,HIRS (NOAA 15),HIRS,NOAA 15,Multispectral infrared,HIRS|NOAA 15,1998-07-31,1998-09-23,1998-D212,1998-D266,7512,7566,55,"ERA5, ERA-Interim","ERA5, ERA-Interim",ERA5; ERA-Interim,False,True,True,,grey_thick,grey_thick,grey,,,97,97,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,hirs NOAA 15,NOAA 15 HIRS Rad,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
641,HIRS (NOAA 15),HIRS,NOAA 15,Multispectral infrared,HIRS|NOAA 15,1998-09-24,2000-06-20,1998-D267,2000-D171,7567,8201,635,"ERA5, ERA-Interim, NNJA","ERA5, ERA-Interim, NNJA","ERA5; ERA-Interim; NNJA; ERA5, ERA-Interim, NNJA; ERA5, NNJA; ERA-Interim, NNJA",True,True,True,blue_thick,grey_thick,grey_thick,grey,horizontal,79,97,97,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,hirs NOAA 15,NOAA 15 HIRS Rad,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
642,HIRS (NOAA 15),HIRS,NOAA 15,Multispectral infrared,HIRS|NOAA 15,2000-06-21,2000-07-03,2000-D172,2000-D184,8202,8214,13,only NNJA,only NNJA,NNJA; only NNJA,True,False,False,blue_thick,,,,horizontal,79,,,False,False,False,,,,,2019-D251,2019-09-08,1979-01-01..2019-09-30,hirs NOAA 15,NOAA 15 HIRS Rad,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
643,HIRS (NOAA 15),HIRS,NOAA 15,Multispectral infrared,HIRS|NOAA 15,2000-07-04,2000-07-04,2000-D185,2000-D185,8215,8215,1,only NNJA,only NNJA,NNJA; only NNJA,True,False,False,black_thick; blue_thick,,,,horizontal,79; 80,,,False,False,False,,,,,2019-D251,2019-09-08,1979-01-01..2019-09-30,hirs NOAA 15,NOAA 15 HIRS Rad,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
644,HIRS (NOAA 15),HIRS,NOAA 15,Multispectral infrared,HIRS|NOAA 15,2000-07-05,2009-06-27,2000-D186,2009-D178,8216,11493,3278,only NNJA,only NNJA,NNJA; only NNJA,True,False,False,black_thick,,,,horizontal,80,,,False,False,False,,,,,2019-D251,2019-09-08,1979-01-01..2019-09-30,hirs NOAA 15,NOAA 15 HIRS Rad,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
645,HIRS (NOAA 16),HIRS,NOAA 16,Multispectral infrared,HIRS|NOAA 16,2000-10-26,2001-02-05,2000-D299,2001-D036,8329,8431,103,ERA-Interim,ERA-Interim,ERA-Interim,False,False,True,,,red_thick,red,,,,96,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,hirs NOAA 16,NOAA 16 HIRS Rad,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
646,HIRS (NOAA 16),HIRS,NOAA 16,Multispectral infrared,HIRS|NOAA 16,2001-02-06,2004-06-01,2001-D037,2004-D152,8432,9642,1211,"ERA-Interim, NNJA","ERA-Interim, NNJA","ERA-Interim; NNJA; ERA-Interim, NNJA",True,False,True,blue_thick,,red_thick,red,horizontal,81,,96,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,hirs NOAA 16,NOAA 16 HIRS Rad,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
647,HIRS (NOAA 16),HIRS,NOAA 16,Multispectral infrared,HIRS|NOAA 16,2004-06-02,2004-06-14,2004-D153,2004-D165,9643,9655,13,only NNJA,only NNJA,NNJA; only NNJA,True,False,False,blue_thick,,,,horizontal,81,,,False,False,False,,,,,2019-D251,2019-09-08,1979-01-01..2019-09-30,hirs NOAA 16,NOAA 16 HIRS Rad,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
648,HIRS (NOAA 16),HIRS,NOAA 16,Multispectral infrared,HIRS|NOAA 16,2004-06-15,2004-06-15,2004-D166,2004-D166,9656,9656,1,only NNJA,only NNJA,NNJA; only NNJA,True,False,False,black_thick; blue_thick,,,,horizontal,81; 82,,,False,False,False,,,,,2019-D251,2019-09-08,1979-01-01..2019-09-30,hirs NOAA 16,NOAA 16 HIRS Rad,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
649,HIRS (NOAA 16),HIRS,NOAA 16,Multispectral infrared,HIRS|NOAA 16,2004-06-16,2014-07-09,2004-D167,2014-D190,9657,13330,3674,only NNJA,only NNJA,NNJA; only NNJA,True,False,False,black_thick,,,,horizontal,82,,,False,False,False,,,,,2019-D251,2019-09-08,1979-01-01..2019-09-30,hirs NOAA 16,NOAA 16 HIRS Rad,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
650,HIRS (NOAA 17),HIRS,NOAA 17,Multispectral infrared,HIRS|NOAA 17,2002-07-25,2002-07-30,2002-D206,2002-D211,8966,8971,6,"ERA5, ERA-Interim","ERA5, ERA-Interim",ERA5; ERA-Interim,False,True,True,,grey_thick,grey_thick,grey,,,95,95,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,hirs NOAA 17,NOAA 17 HIRS Rad,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
651,HIRS (NOAA 17),HIRS,NOAA 17,Multispectral infrared,HIRS|NOAA 17,2002-07-31,2011-12-05,2002-D212,2011-D339,8972,12384,3413,"ERA5, ERA-Interim, NNJA","ERA5, ERA-Interim, NNJA","ERA5; ERA-Interim; NNJA; ERA5, ERA-Interim, NNJA; ERA5, NNJA; ERA-Interim, NNJA",True,True,True,blue_thick,grey_thick,grey_thick,grey,horizontal,83,95,95,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,hirs NOAA 17,NOAA 17 HIRS Rad,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
652,HIRS (NOAA 17),HIRS,NOAA 17,Multispectral infrared,HIRS|NOAA 17,2011-12-06,2011-12-13,2011-D340,2011-D347,12385,12392,8,only NNJA,only NNJA,NNJA; only NNJA,True,False,False,blue_thick,,,,horizontal,83,,,False,False,False,,,,,2019-D251,2019-09-08,1979-01-01..2019-09-30,hirs NOAA 17,NOAA 17 HIRS Rad,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
653,HIRS (NOAA 17),HIRS,NOAA 17,Multispectral infrared,HIRS|NOAA 17,2011-12-14,2011-12-14,2011-D348,2011-D348,12393,12393,1,only NNJA,only NNJA,NNJA; only NNJA,True,False,False,black_thick; blue_thick,,,,horizontal,83; 84,,,False,False,False,,,,,2019-D251,2019-09-08,1979-01-01..2019-09-30,hirs NOAA 17,NOAA 17 HIRS Rad,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
654,HIRS (NOAA 17),HIRS,NOAA 17,Multispectral infrared,HIRS|NOAA 17,2011-12-15,2013-05-02,2011-D349,2013-D122,12394,12897,504,only NNJA,only NNJA,NNJA; only NNJA,True,False,False,black_thick,,,,horizontal,84,,,False,False,False,,,,,2019-D251,2019-09-08,1979-01-01..2019-09-30,hirs NOAA 17,NOAA 17 HIRS Rad,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
655,HIRS (NOAA 18),HIRS,NOAA 18,Multispectral infrared,HIRS|NOAA 18,2005-02-04,2005-02-04,2005-D035,2005-D035,9890,9890,1,only NNJA,only NNJA,NNJA; only NNJA,True,False,False,black_marker,,,,vertical_marker,85,,,False,False,False,,,,,2019-D251,2019-09-08,1979-01-01..2019-09-30,hirs NOAA 18,NOAA 18 HIRS Rad,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
656,HIRS (NOAA 18),HIRS,NOAA 18,Multispectral infrared,HIRS|NOAA 18,2005-06-10,2005-07-13,2005-D161,2005-D194,10016,10049,34,only NNJA,only NNJA,NNJA; only NNJA,True,False,False,black_thick,,,,horizontal,86,,,False,False,False,,,,,2019-D251,2019-09-08,1979-01-01..2019-09-30,hirs NOAA 18,NOAA 18 HIRS Rad,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
657,HIRS (NOAA 18),HIRS,NOAA 18,Multispectral infrared,HIRS|NOAA 18,2005-07-14,2009-03-28,2005-D195,2009-D087,10050,11402,1353,"ERA-Interim, NNJA","ERA-Interim, NNJA","ERA-Interim; NNJA; ERA-Interim, NNJA",True,False,True,black_thick,,red_thick,red,horizontal,86,,94,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,hirs NOAA 18,NOAA 18 HIRS Rad,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
658,HIRS (NOAA 18),HIRS,NOAA 18,Multispectral infrared,HIRS|NOAA 18,2009-03-29,2019-09-08,2009-D088,2019-D251,11403,15216,3814,only NNJA,only NNJA,NNJA; only NNJA,True,False,False,black_thick,,,,horizontal,86,,,False,False,False,,,,,2019-D251,2019-09-08,1979-01-01..2019-09-30,hirs NOAA 18,NOAA 18 HIRS Rad,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
659,HIRS (NOAA 18),HIRS,NOAA 18,Multispectral infrared,HIRS|NOAA 18,2019-09-09,2025-06-21,2019-D252,2025-D172,15217,17327,2111,only NNJA,only NNJA,NNJA; only NNJA,True,False,False,black_thick,,,,horizontal,86,,,False,True,False,,,,,2019-D251,2019-09-08,1979-01-01..2019-09-30,hirs NOAA 18,NOAA 18 HIRS Rad,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
